CEO,address,address2,city,companyName,country,description,employees,exchange,industry,issueType,phone,primarySicCode,sector,securityName,state,symbol,tags,website,zip
Richard Stewart,520 Pike St Ste 2250,,Seattle,Achieve Life Sciences Inc.,US,,,NASDAQ CAPITAL MARKET,In-Vitro Diagnostic Substance Manufacturing ,cs,14256861500,2835,Manufacturing,Achieve Life Sciences Inc.,Washington,ACHV,"['Health Technology', 'Biotechnology', 'Manufacturing', 'In-Vitro Diagnostic Substance Manufacturing ']",http://achievelifesciences.com/,98101-4013
,,,,Albertsons Companies Inc,,,270000,"NEW YORK STOCK EXCHANGE, INC.",Convenience Stores ,cs,,5411,Retail Trade,Albertsons Companies Inc - Class A,,ACI,"['Retail Trade', 'Food Retail', 'Convenience Stores ']",,
Murugesan Shanmugaraj,Three Mill And Main Place,Suite 400,Maynard,Acacia Communications Inc,US,,,NASDAQ/NGS (GLOBAL SELECT MARKET),Semiconductor and Related Device Manufacturing ,cs,19789384896,3674,Manufacturing,Acacia Communications Inc,Massachusetts,ACIA,"['Electronic Technology', 'Telecommunications Equipment', 'Computer Communications', 'Manufacturing', 'Semiconductor and Related Device Manufacturing ']",https://acacia-inc.com/,01754
,,,,Atlas Crest Investment Corp,,,,"NEW YORK STOCK EXCHANGE, INC.",,cs,,6770,,Atlas Crest Investment Corp - Class A,,ACIC,[],,
,,,,Atlas Crest Investment Corp,,,,"NEW YORK STOCK EXCHANGE, INC.",,wt,,6770,,Atlas Crest Investment Corp - Warrants (01/01/9999),,ACIC+,[],,
,,,,Atlas Crest Investment Corp,,,,"NEW YORK STOCK EXCHANGE, INC.",,,,6770,,Atlas Crest Investment Corp - Units (1 Ord Share Class A & 1/3 War),,ACIC=,"['Finance', 'Financial Conglomerates']",,
,,,,Atlas Crest Investment Corp II,,,,"NEW YORK STOCK EXCHANGE, INC.",,,,,,Atlas Crest Investment Corp II - Units (1 Ord Share Class A & 1/4 War),,ACII=,[],,
,,,,ETF Series Solutions Trust,,,,CBOE BZX U.S. EQUITIES EXCHANGE,,et,,,,ETF Series Solutions Trust - ETF Series Solutions Aptus Collared Incom,,ACIO,"['Miscellaneous', 'Investment Trusts/Mutual Funds']",,
Andrea Pfeifer,EPFL Innovation Park,Building B,Lausanne,AC Immune SA,Switzerland,,,NASDAQ/NMS (GLOBAL MARKET),Pharmaceutical Preparation Manufacturing ,cs,41213459121,2834,Manufacturing,AC Immune SA,Vaud,ACIU,"['Health Technology', 'Pharmaceuticals: Major', 'Manufacturing', 'Pharmaceutical Preparation Manufacturing ']",https://www.acimmune.com/,1015
Philip Heasley,"Suite 300, 3520 Kraft Road",,Naples,ACI Worldwide Inc,US,"ACI Worldwide is a global software company that provides mission-critical real-time payment solutions to corporations. Customers use its proven, scalable and secure solutions to process and manage digital payments, enable omni-commerce payments, present and process bill payments, and manage fraud and risk. ACI Worldwide combines its global footprint with local presence to drive the real-time digital transformation of payments and commerce.",5000,NASDAQ/NGS (GLOBAL SELECT MARKET),Software Publishers,cs,12394034600,7372,Information,ACI Worldwide Inc,Florida,ACIW,"['Technology Services', 'Packaged Software', 'Information', 'Software Publishers']",http://www.aciworldwide.com/,34105
,,,,Ackrell SPAC Partners I Co,,,,NASDAQ CAPITAL MARKET,,,,6770,,Ackrell SPAC Partners I Co - Subunits (1 Ord & 0.5 War),,ACKIT,[],,
,,,,Ackrell SPAC Partners I Co,,,,NASDAQ CAPITAL MARKET,,,,6770,,Ackrell SPAC Partners I Co - Units ( 1Subunit & 0.5 War),,ACKIU,[],,
,,,,Ackrell SPAC Partners I Co,,,,NASDAQ CAPITAL MARKET,,wt,,6770,,Ackrell SPAC Partners I Co - Warrants (21/12/2025),,ACKIW,[],,
Mary Puma,108 Cherry Hill Dr,,Beverly,Axcelis Technologies Inc,US,,,NASDAQ/NGS (GLOBAL SELECT MARKET),Semiconductor and Related Device Manufacturing ,cs,19787874000,3559,Manufacturing,Axcelis Technologies Inc,Massachusetts,ACLS,"['Electronic Technology', 'Electronic Production Equipment', 'Manufacturing', 'Semiconductor and Related Device Manufacturing ']",http://www.axcelis.com/,01915-1066
Michael Burke,1999 Avenue of the Stars Ste 2600,,Los Angeles,AECOM,US,,,"NEW YORK STOCK EXCHANGE, INC.",Engineering Services,cs,12135938100,8711,"Professional, Scientific, and Technical Services",AECOM,California,ACM,"['Industrial Services', 'Engineering & Construction', 'Professional, Scientific, and Technical Services', 'Engineering Services']",http://www.aecom.com/,90067-6033
David Wang,42307 Osgood Rd Ste I,,Fremont,ACM Research Inc,US,,,NASDAQ/NMS (GLOBAL MARKET),Semiconductor and Related Device Manufacturing ,cs,15104453700,3559,Manufacturing,ACM Research Inc - Class A,California,ACMR,"['Producer Manufacturing', 'Industrial Machinery', 'Manufacturing', 'Semiconductor and Related Device Manufacturing ']",http://www.acmrcsh.com/,94539-5062
,,,,Accenture plc,Gibraltar,,,"NEW YORK STOCK EXCHANGE, INC.","Data Processing, Hosting, and Related Services",cs,,7389,Information,Accenture plc - Class A,,ACN,"['Technology Services', 'Information Technology Services', 'Information', 'Data Processing, Hosting, and Related Services']",,
,,,,ACNB Corp.,,,,NASDAQ CAPITAL MARKET,Commercial Banking ,cs,,6022,Finance and Insurance,ACNB Corp.,,ACNB,"['Finance', 'Regional Banks', 'Finance and Insurance', 'Commercial Banking ']",,
,,,,Ascendant Digital Acquisition Corp,,,,"NEW YORK STOCK EXCHANGE, INC.",,cs,,6770,,Ascendant Digital Acquisition Corp - Class A,,ACND,"['Finance', 'Financial Conglomerates']",,
,,,,Ascendant Digital Acquisition Corp,,,,"NEW YORK STOCK EXCHANGE, INC.",,wt,,6770,,Ascendant Digital Acquisition Corp - Warrants (01/01/9999),,ACND+,"['Finance', 'Financial Conglomerates']",,
,,,,Ascendant Digital Acquisition Corp,,,,"NEW YORK STOCK EXCHANGE, INC.",,,,6770,,Ascendant Digital Acquisition Corp - Units ( 1 Ord Cls A & 0.5 Redeem ,,ACND=,"['Finance', 'Financial Conglomerates']",,
Ron Cohen,420 Saw Mill River Rd,,Ardsley,Acorda Therapeutics Inc,US,,,NASDAQ/NGS (GLOBAL SELECT MARKET),Biological Product (except Diagnostic) Manufacturing ,cs,19143474300,2836,Manufacturing,Acorda Therapeutics Inc,New York,ACOR,"['Health Technology', 'Biotechnology', 'Manufacturing', 'Biological Product (except Diagnostic) Manufacturing ']",http://www.acorda.com/,10502-2605
,1900 Market St Ste 200,,Philadelphia,Aberdeen Income Credit Strategies Fund,US,,,"NEW YORK STOCK EXCHANGE, INC.",,cs,12154055700,,,Aberdeen Income Credit Strategies Fund,Pennsylvania,ACP,"['Miscellaneous', 'Investment Trusts/Mutual Funds']",https://www.aberdeenacp.com/,19103-3527
Jonathan Cohen,"865 Merrick Avenue, Ste 200S","865 Merrick Avenue, Ste 200S",Westbury,ACRES Commercial Realty Corp,US,,,"NEW YORK STOCK EXCHANGE, INC.",Other Financial Vehicles ,cs,12126213210,6798,Finance and Insurance,ACRES Commercial Realty Corp,New York,ACR,[],https://www.exantas.com/,11590
Jonathan Cohen,"865 Merrick Avenue, Ste 200S","865 Merrick Avenue, Ste 200S",Westbury,ACRES Commercial Realty Corp,US,,,"NEW YORK STOCK EXCHANGE, INC.",Other Financial Vehicles ,ps,12126213210,6798,Finance and Insurance,ACRES Commercial Realty Corp - FXDFR PRF PERPETUAL USD 25 - Ser C,New York,ACR-C,[],https://www.exantas.com/,11590
Bryan Donohoe,245 Park Ave Fl 42,,New York,Ares Commercial Real Estate Corp,US,,,"NEW YORK STOCK EXCHANGE, INC.",Other Financial Vehicles ,cs,12125153400,6798,Finance and Insurance,Ares Commercial Real Estate Corp,New York,ACRE,"['Finance', 'Investment Managers', 'Finance and Insurance', 'Other Financial Vehicles ']",http://www.arescre.com/,10167-0002
Neal Walker,640 Lee Rd Ste 200,,Wayne,Aclaris Therapeutics Inc,US,,,NASDAQ/NGS (GLOBAL SELECT MARKET),Pharmaceutical Preparation Manufacturing ,cs,14843247933,2834,Manufacturing,Aclaris Therapeutics Inc,Pennsylvania,ACRS,"['Health Technology', 'Pharmaceuticals: Other', 'Manufacturing', 'Pharmaceutical Preparation Manufacturing ']",https://www.aclaristx.com/,19087-5636
Vincent Angotti,351 Galveston Dr,,Redwood City,Acelrx Pharmaceuticals Inc,US,,,NASDAQ/NMS (GLOBAL MARKET),Pharmaceutical Preparation Manufacturing ,cs,16502163500,2834,Manufacturing,Acelrx Pharmaceuticals Inc,California,ACRX,"['Health Technology', 'Pharmaceuticals: Other', 'Manufacturing', 'Pharmaceutical Preparation Manufacturing ']",http://www.acelrx.com,94063-4736
,,,,DBX ETF Trust,,,,NYSE ARCA,,et,,,,DBX ETF Trust - Xtrackers MSCI ACWI ex USA ESG Leaders Equity ETF,,ACSG,"['Miscellaneous', 'Investment Trusts/Mutual Funds']",,
,,,,ETF Series Solutions Trust,,,,CBOE BZX U.S. EQUITIES EXCHANGE,,et,,,,ETF Series Solutions Trust - American Customer Satisfaction ETF,,ACSI,"['Miscellaneous', 'Investment Trusts/Mutual Funds']",,
Janelle D'Alvise,"3009, Boul. De La Concorde East",Suite 102,Laval,Acasti Pharma Inc,Canada,,,NASDAQ CAPITAL MARKET,Medicinal and Botanical Manufacturing ,cs,14506864555,2834,Manufacturing,Acasti Pharma Inc - Class A,Quebec,ACST,"['Health Technology', 'Pharmaceuticals: Other', 'Manufacturing', 'Medicinal and Botanical Manufacturing ']",https://www.acastipharma.com/,H7E 2B5
,,,,ArcLight Clean Transition Corp,,,,NASDAQ CAPITAL MARKET,,cs,,6770,,ArcLight Clean Transition Corp - Class A,,ACTC,"['Finance', 'Financial Conglomerates']",,
,,,,ArcLight Clean Transition Corp,,,,NASDAQ CAPITAL MARKET,,,,6770,,ArcLight Clean Transition Corp - Units (1 Ord Share Class A & 1/2 War),,ACTCU,"['Finance', 'Financial Conglomerates']",,
,,,,ArcLight Clean Transition Corp,,,,NASDAQ CAPITAL MARKET,,wt,,6770,,ArcLight Clean Transition Corp - Warrants(22/09/2027),,ACTCW,"['Finance', 'Financial Conglomerates']",,
Clifford Press,4 Park Plaza,Suite 550,Irvine,Acacia Research Corp,US,,,NASDAQ/NGS (GLOBAL SELECT MARKET),Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),cs,19494808300,6794,Real Estate and Rental and Leasing,Acacia Research Corp,California,ACTG,"['Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)', 'Commercial Services', 'Real Estate and Rental and Leasing', 'Miscellaneous Commercial Services']",http://acaciaresearch.com/,92614
,,,,Two Roads Shared Trust,,,,NYSE ARCA,,et,,,,Two Roads Shared Trust - LeaderShares Activist Leaders ETF,,ACTV,"['Miscellaneous', 'Investment Trusts/Mutual Funds']",,
Walter Johnsen,55 Walls Dr,,Fairfield,Acme United Corp.,US,,,NYSE MKT LLC,"Metal Kitchen Cookware, Utensil, Cutlery, and Flatware (except Precious) Manufacturing ",cs,12032546060,3421,Manufacturing,Acme United Corp.,Connecticut,ACU,"['Distribution Services', 'Consumer Durables', 'Tools & Hardware', 'Metal Kitchen Cookware, Utensil, Cutlery, and Flatware (except Precious) Manufacturing ', 'Wholesale Distributors', 'Manufacturing']",http://www.acmeunited.com/,06824-5163
Thomas Fuccillo,84 State St,,Boston,Virtus AllianzGI Diversified Income & Convertible Fund,US,,,"NEW YORK STOCK EXCHANGE, INC.",,cs,12127393222,,,Virtus AllianzGI Diversified Income & Convertible Fund,Massachusetts,ACV,"['Miscellaneous', 'Investment Trusts/Mutual Funds']",,02109-2202
,,,,ETF Opportunities Trust,,,,NYSE ARCA,,et,,,,ETF Opportunities Trust - American Conservative Values ETF,,ACVF,"['Miscellaneous', 'Investment Trusts/Mutual Funds']",,
,,,,BlackRock Institutional Trust Company N.A.,,,,NYSE ARCA,,et,,,,BlackRock Institutional Trust Company N.A. - iShares MSCI Global Multi,,ACWF,"['Miscellaneous', 'Investment Trusts/Mutual Funds']",,
,,,,BlackRock Institutional Trust Company N.A.,,,,NASDAQ/NMS (GLOBAL MARKET),,et,,,,BlackRock Institutional Trust Company N.A. - BTC iShares MSCI ACWI ETF,,ACWI,"['Miscellaneous', 'Investment Trusts/Mutual Funds']",,
,,,,BlackRock Institutional Trust Company N.A.,,,,CBOE BZX U.S. EQUITIES EXCHANGE,,et,,,,BlackRock Institutional Trust Company N.A. - iShares MSCI Global Min V,,ACWV,"['Miscellaneous', 'Investment Trusts/Mutual Funds']",,
,,,,BlackRock Institutional Trust Company N.A.,,,,NASDAQ/NMS (GLOBAL MARKET),,et,,,,BlackRock Institutional Trust Company N.A. - BTC iShares MSCI ACWI ex ,,ACWX,"['Miscellaneous', 'Investment Trusts/Mutual Funds']",,
,1440 Chapin Ave Ste 310,,Burlingame,Aerocentury Corp.,US,,,NYSE MKT LLC,General Rental Centers,cs,16503401888,7359,Real Estate and Rental and Leasing,Aerocentury Corp.,California,ACY,"['Finance', 'Finance/Rental/Leasing', 'Real Estate and Rental and Leasing', 'General Rental Centers']",http://www.aerocentury.com/,94010-4011
,,,,Adagene Inc,,,,NASDAQ/NMS (GLOBAL MARKET),Research and Development in Biotechnology ,ad,,2834,"Professional, Scientific, and Technical Services",Adagene Inc - ADR,,ADAG,[],,
,60 Jubilee Avenue,,Abingdon,Adaptimmune Therapeutics Plc,United Kingdom,,,NASDAQ/NGS (GLOBAL SELECT MARKET),Biological Product (except Diagnostic) Manufacturing ,ad,441235430000,2836,Manufacturing,Adaptimmune Therapeutics Plc - ADR,Oxfordshire,ADAP,"['Health Technology', 'Biotechnology', 'Manufacturing', 'Biological Product (except Diagnostic) Manufacturing ']",https://www.adaptimmune.com/,OX14 4RX
Shantanu Narayen,345 Park Ave,,San Jose,Adobe Inc,US,,,NASDAQ/NGS (GLOBAL SELECT MARKET),Software Publishers,cs,14085366000,7372,Information,Adobe Inc,California,ADBE,"['Technology Services', 'Packaged Software', 'Information', 'Software Publishers']",https://www.adobe.com/,95110-2704
,,,,Agree Realty Corp.,,,,"NEW YORK STOCK EXCHANGE, INC.",Other Financial Vehicles ,cs,,6798,Finance and Insurance,Agree Realty Corp.,,ADC,"['Finance', 'Real Estate Investment Trusts', 'Finance and Insurance', 'Other Financial Vehicles ']",,
,,,,Adc Therapeutics SA,,,,"NEW YORK STOCK EXCHANGE, INC.",Pharmaceutical Preparation Manufacturing ,cs,,2834,Manufacturing,Adc Therapeutics SA,,ADCT,"['Health Technology', 'Pharmaceuticals: Major', 'Manufacturing', 'Pharmaceutical Preparation Manufacturing ']",,
,,,,26 Capital Acquisition Corp,,,,NASDAQ CAPITAL MARKET,,,,6770,,26 Capital Acquisition Corp - Units (1 Ord Class A & 1/2 War),,ADERU,[],,
Greg Marken,"8051 E. Maplewood Ave., Ste 210",,Greenwood Village,Advanced Emissions Solutions Inc,US,,,NASDAQ/NMS (GLOBAL MARKET),Bituminous Coal and Lignite Surface Mining ,cs,17205983500,1221,"Mining, Quarrying, and Oil and Gas Extraction",Advanced Emissions Solutions Inc,Colorado,ADES,"['Producer Manufacturing', 'Industrial Machinery', 'Mining, Quarrying, and Oil and Gas Extraction', 'Bituminous Coal and Lignite Surface Mining ']",https://www.ada-cs.com/home/default.aspx,80111
,,,,Adit Edtech Acquisition Corp,,,,"NEW YORK STOCK EXCHANGE, INC.",,,,6770,,Adit Edtech Acquisition Corp - Units (1 Ord Share & 1/2 War),,ADEX=,[],,
,,,,Two Roads Shared Trust,,,,CBOE BZX U.S. EQUITIES EXCHANGE,,et,,,,Two Roads Shared Trust - Anfield Dynamic Fixed Income ETF,,ADFI,"['Miscellaneous', 'Investment Trusts/Mutual Funds']",,
Vincent Roche,1 Technology Way,,Norwood,Analog Devices Inc.,US,,,NASDAQ/NGS (GLOBAL SELECT MARKET),Semiconductor and Related Device Manufacturing ,cs,17813294700,3674,Manufacturing,Analog Devices Inc.,Massachusetts,ADI,"['Electronic Technology', 'Semiconductors', 'Manufacturing', 'Semiconductor and Related Device Manufacturing ']",http://www.analog.com/,02062-2634
,,,,Adial Pharmaceuticals Inc,,,,NASDAQ CAPITAL MARKET,Pharmaceutical Preparation Manufacturing ,cs,,2834,Manufacturing,Adial Pharmaceuticals Inc,,ADIL,"['Health Technology', 'Pharmaceuticals: Major', 'Manufacturing', 'Pharmaceutical Preparation Manufacturing ']",,
,,,,Adial Pharmaceuticals Inc,,,,NASDAQ CAPITAL MARKET,Pharmaceutical Preparation Manufacturing ,wt,,2834,Manufacturing,Adial Pharmaceuticals Inc - Warrants (31/07/2023),,ADILW,"['Health Technology', 'Pharmaceuticals: Major', 'Manufacturing', 'Pharmaceutical Preparation Manufacturing ']",,
Juan Luciano,77 W Wacker Dr,,Chicago,Archer Daniels Midland Co.,US,"ADM unlocks the power of nature to provide access to nutrition worldwide. With industry-advancing innovations, a complete portfolio of ingredients and solutions to meet any taste, and a commitment to sustainability, ADM gives customers an edge in solving the nutritional challenges of today and tomorrow. ADM is a global leader in human and animal nutrition and the world's premier agricultural origination and processing company. Its breadth, depth, insights, facilities and logistical expertise give ADM unparalleled capabilities to meet needs for food, beverages, health and wellness, and more.",38100,"NEW YORK STOCK EXCHANGE, INC.",Flour Milling ,cs,13126348233,2041,Manufacturing,Archer Daniels Midland Co.,Illinois,ADM,"['Process Industries', 'Agricultural Commodities/Milling', 'Manufacturing', 'Flour Milling ']",https://www.adm.com/,60601-1604
